date,city,temp,humidity,rainfall,aqi
2023-09-19,Delhi,31.2,85.3,36.9,66
2023-09-20,Delhi,32.4,86.0,7.8,70
2023-09-21,Delhi,28.6,80.6,7.8,72
2023-09-22,Delhi,30.6,80.3,28.5,119
2023-09-23,Delhi,29.8,77.2,9.3,79
2023-09-24,Delhi,31.8,93.4,39.0,113
2023-09-25,Delhi,29.0,86.9,0.0,109
2023-09-26,Delhi,31.6,92.4,18.1,111
2023-09-27,Delhi,30.5,86.1,23.5,110
2023-09-28,Delhi,28.6,80.0,0.0,69
2023-09-29,Delhi,27.6,82.3,21.8,86
2023-09-30,Delhi,28.3,82.1,7.8,71
2023-10-01,Delhi,27.7,60.7,0.0,82
2023-10-02,Delhi,29.7,55.0,0.0,119
2023-10-03,Delhi,29.1,69.1,0.0,75
2023-10-04,Delhi,30.7,56.2,0.0,70
2023-10-05,Delhi,30.9,60.7,0.0,111
2023-10-06,Delhi,32.8,63.7,0.0,118
2023-10-07,Delhi,32.9,60.8,0.0,84
2023-10-08,Delhi,32.4,51.3,0.0,76
2023-10-09,Delhi,27.5,56.7,0.0,98
2023-10-10,Delhi,28.7,59.5,0.0,77
2023-10-11,Delhi,29.5,63.9,0.0,102
2023-10-12,Delhi,30.6,59.7,0.0,79
2023-10-13,Delhi,28.9,53.5,0.0,62
2023-10-14,Delhi,27.8,56.0,0.0,116
2023-10-15,Delhi,31.0,56.4,0.0,98
2023-10-16,Delhi,31.0,69.5,0.0,108
2023-10-17,Delhi,32.4,68.6,0.0,66
2023-10-18,Delhi,32.8,69.8,0.0,80
2023-10-19,Delhi,32.1,60.0,0.0,87
2023-10-20,Delhi,28.3,55.6,0.0,66
2023-10-21,Delhi,31.8,65.1,0.0,78
2023-10-22,Delhi,28.8,55.0,0.0,91
2023-10-23,Delhi,28.4,55.8,0.0,111
2023-10-24,Delhi,27.4,51.9,0.0,88
2023-10-25,Delhi,32.7,64.1,0.0,81
2023-10-26,Delhi,30.2,64.7,0.0,117
2023-10-27,Delhi,27.1,56.8,0.0,63
2023-10-28,Delhi,27.2,67.4,0.0,95
2023-10-29,Delhi,27.4,55.0,0.0,70
2023-10-30,Delhi,29.7,54.4,0.0,101
2023-10-31,Delhi,31.7,63.7,0.0,97
2023-11-01,Delhi,29.3,57.1,0.0,64
2023-11-02,Delhi,29.9,55.2,0.0,110
2023-11-03,Delhi,31.7,55.3,0.0,77
2023-11-04,Delhi,29.8,59.4,0.0,65
2023-11-05,Delhi,31.6,57.5,0.0,108
2023-11-06,Delhi,30.8,67.2,0.0,114
2023-11-07,Delhi,28.7,65.6,0.0,112
2023-11-08,Delhi,32.9,58.2,0.0,99
2023-11-09,Delhi,28.2,54.6,0.0,79
2023-11-10,Delhi,29.9,57.5,0.0,88
2023-11-11,Delhi,30.9,64.0,0.0,109
2023-11-12,Delhi,32.7,64.8,0.0,94
2023-11-13,Delhi,28.5,67.3,0.0,107
2023-11-14,Delhi,32.0,63.2,0.0,65
2023-11-15,Delhi,30.9,68.1,0.0,78
2023-11-16,Delhi,27.3,59.3,0.0,66
2023-11-17,Delhi,29.2,61.6,0.0,103
2023-11-18,Delhi,32.5,59.8,0.0,110
2023-11-19,Delhi,32.3,59.9,0.0,91
2023-11-20,Delhi,27.9,69.9,0.0,99
2023-11-21,Delhi,31.5,61.3,0.0,66
2023-11-22,Delhi,29.8,53.3,0.0,106
2023-11-23,Delhi,32.3,67.1,0.0,101
2023-11-24,Delhi,28.9,62.1,0.0,116
2023-11-25,Delhi,27.2,58.1,0.0,119
2023-11-26,Delhi,31.0,54.5,0.0,113
2023-11-27,Delhi,32.5,61.3,0.0,60
2023-11-28,Delhi,28.6,60.9,0.0,91
2023-11-29,Delhi,27.7,59.3,0.0,81
2023-11-30,Delhi,32.7,55.4,0.0,108
2023-12-01,Delhi,16.2,58.7,0.0,312
2023-12-02,Delhi,17.4,59.7,0.0,258
2023-12-03,Delhi,17.0,57.9,0.0,253
2023-12-04,Delhi,19.2,68.7,0.0,195
2023-12-05,Delhi,15.7,53.4,0.0,307
2023-12-06,Delhi,20.0,58.0,0.0,283
2023-12-07,Delhi,19.0,50.6,0.0,262
2023-12-08,Delhi,16.6,66.0,0.0,277
2023-12-09,Delhi,18.7,66.1,0.0,367
2023-12-10,Delhi,20.8,67.1,0.0,393
2023-12-11,Delhi,17.1,69.8,0.0,318
2023-12-12,Delhi,19.8,68.3,0.0,368
2023-12-13,Delhi,16.0,64.0,0.0,324
2023-12-14,Delhi,20.1,70.0,0.0,239
2023-12-15,Delhi,16.1,69.5,0.0,191
2023-12-16,Delhi,19.5,64.4,0.0,199
2023-12-17,Delhi,19.3,55.5,0.0,323
2023-12-18,Delhi,16.5,65.4,0.0,292
2023-12-19,Delhi,20.7,68.3,0.0,266
2023-12-20,Delhi,18.9,63.5,0.0,238
2023-12-21,Delhi,15.2,58.2,0.0,344
2023-12-22,Delhi,20.1,68.5,0.0,271
2023-12-23,Delhi,18.0,66.2,0.0,224
2023-12-24,Delhi,19.2,54.2,0.0,311
2023-12-25,Delhi,17.5,55.3,0.0,307
2023-12-26,Delhi,16.5,54.8,0.0,210
2023-12-27,Delhi,17.5,56.4,0.0,166
2023-12-28,Delhi,19.2,61.0,0.0,375
2023-12-29,Delhi,15.7,59.8,0.0,376
2023-12-30,Delhi,19.6,51.8,0.0,203
2023-12-31,Delhi,16.9,59.0,0.0,216
2024-01-01,Delhi,20.2,63.0,0.0,236
2024-01-02,Delhi,19.8,64.7,0.0,276
2024-01-03,Delhi,17.0,55.9,0.0,182
2024-01-04,Delhi,16.8,50.3,0.0,201
2024-01-05,Delhi,15.1,61.7,0.0,300
2024-01-06,Delhi,15.9,58.2,0.0,326
2024-01-07,Delhi,19.4,62.1,0.0,205
2024-01-08,Delhi,16.4,53.6,0.0,197
2024-01-09,Delhi,17.1,70.0,0.0,217
2024-01-10,Delhi,16.4,54.6,0.0,375
2024-01-11,Delhi,17.4,50.2,0.0,277
2024-01-12,Delhi,17.3,66.4,0.0,274
2024-01-13,Delhi,18.3,57.9,0.0,323
2024-01-14,Delhi,15.4,62.2,0.0,261
2024-01-15,Delhi,19.6,50.6,0.0,179
2024-01-16,Delhi,19.6,67.8,0.0,184
2024-01-17,Delhi,16.4,60.9,0.0,301
2024-01-18,Delhi,20.6,66.2,0.0,343
2024-01-19,Delhi,16.6,62.5,0.0,232
2024-01-20,Delhi,16.0,52.0,0.0,192
2024-01-21,Delhi,18.7,53.2,0.0,333
2024-01-22,Delhi,17.8,57.1,0.0,280
2024-01-23,Delhi,17.1,58.8,0.0,230
2024-01-24,Delhi,17.7,59.0,0.0,267
2024-01-25,Delhi,15.9,59.2,0.0,258
2024-01-26,Delhi,20.2,59.8,0.0,376
2024-01-27,Delhi,18.8,58.4,0.0,302
2024-01-28,Delhi,19.1,58.2,0.0,184
2024-01-29,Delhi,16.4,68.4,0.0,254
2024-01-30,Delhi,21.0,61.9,0.0,373
2024-01-31,Delhi,16.2,57.5,0.0,339
2024-02-01,Delhi,19.3,63.6,0.0,380
2024-02-02,Delhi,16.2,66.2,0.0,325
2024-02-03,Delhi,18.1,63.8,0.0,305
2024-02-04,Delhi,20.3,56.4,0.0,269
2024-02-05,Delhi,21.0,67.1,0.0,289
2024-02-06,Delhi,16.6,69.6,0.0,354
2024-02-07,Delhi,15.1,69.3,0.0,297
2024-02-08,Delhi,15.9,64.1,0.0,280
2024-02-09,Delhi,19.1,56.6,0.0,357
2024-02-10,Delhi,20.1,57.8,0.0,216
2024-02-11,Delhi,19.8,56.2,0.0,226
2024-02-12,Delhi,16.8,61.6,0.0,200
2024-02-13,Delhi,17.0,59.7,0.0,303
2024-02-14,Delhi,16.2,67.3,0.0,274
2024-02-15,Delhi,16.5,61.8,0.0,348
2024-02-16,Delhi,15.1,55.4,0.0,232
2024-02-17,Delhi,16.0,60.7,0.0,280
2024-02-18,Delhi,17.0,60.0,0.0,176
2024-02-19,Delhi,17.9,62.7,0.0,333
2024-02-20,Delhi,16.7,66.1,0.0,208
2024-02-21,Delhi,15.6,56.0,0.0,220
2024-02-22,Delhi,17.3,51.9,0.0,285
2024-02-23,Delhi,16.7,58.0,0.0,213
2024-02-24,Delhi,20.9,61.1,0.0,363
2024-02-25,Delhi,15.1,55.9,0.0,348
2024-02-26,Delhi,19.9,65.2,0.0,288
2024-02-27,Delhi,15.7,66.2,0.0,215
2024-02-28,Delhi,19.2,56.4,0.0,228
2024-02-29,Delhi,19.0,67.3,0.0,300
2024-03-01,Delhi,29.4,50.7,0.0,98
2024-03-02,Delhi,29.4,62.1,0.0,99
2024-03-03,Delhi,28.6,68.7,0.0,81
2024-03-04,Delhi,31.7,64.3,0.0,87
2024-03-05,Delhi,30.1,56.0,0.0,77
2024-03-06,Delhi,27.5,54.2,0.0,74
2024-03-07,Delhi,27.1,51.2,0.0,84
2024-03-08,Delhi,27.7,58.4,0.0,111
2024-03-09,Delhi,28.0,67.9,0.0,60
2024-03-10,Delhi,30.0,53.5,0.0,63
2024-03-11,Delhi,32.3,55.6,0.0,60
2024-03-12,Delhi,29.8,62.9,0.0,113
2024-03-13,Delhi,27.6,54.1,0.0,90
2024-03-14,Delhi,30.6,58.9,0.0,109
2024-03-15,Delhi,30.1,69.2,0.0,101
2024-03-16,Delhi,31.5,55.6,0.0,107
2024-03-17,Delhi,27.1,57.7,0.0,82
2024-03-18,Delhi,32.8,60.5,0.0,62
2024-03-19,Delhi,29.3,54.6,0.0,66
2024-03-20,Delhi,31.6,60.6,0.0,79
2024-03-21,Delhi,28.4,50.6,0.0,88
2024-03-22,Delhi,32.1,58.7,0.0,94
2024-03-23,Delhi,31.1,63.5,0.0,119
2024-03-24,Delhi,31.5,65.2,0.0,98
2024-03-25,Delhi,28.2,67.9,0.0,105
2024-03-26,Delhi,31.4,61.9,0.0,97
2024-03-27,Delhi,30.0,64.6,0.0,117
2024-03-28,Delhi,28.4,69.7,0.0,65
2024-03-29,Delhi,33.0,69.4,0.0,78
2024-03-30,Delhi,27.5,52.2,0.0,95
2024-03-31,Delhi,32.5,64.2,0.0,92
2024-04-01,Delhi,38.9,67.5,0.0,87
2024-04-02,Delhi,38.3,56.3,0.0,66
2024-04-03,Delhi,40.8,51.2,0.0,61
2024-04-04,Delhi,40.0,52.1,0.0,103
2024-04-05,Delhi,38.7,50.8,0.0,115
2024-04-06,Delhi,37.2,53.8,0.0,84
2024-04-07,Delhi,40.3,62.2,0.0,119
2024-04-08,Delhi,35.3,59.4,0.0,107
2024-04-09,Delhi,40.0,67.8,0.0,62
2024-04-10,Delhi,39.4,61.9,0.0,102
2024-04-11,Delhi,39.9,56.4,0.0,87
2024-04-12,Delhi,35.1,53.2,0.0,60
2024-04-13,Delhi,37.7,57.0,0.0,76
2024-04-14,Delhi,38.5,67.4,0.0,117
2024-04-15,Delhi,38.4,67.4,0.0,71
2024-04-16,Delhi,37.1,51.5,0.0,82
2024-04-17,Delhi,37.3,62.0,0.0,118
2024-04-18,Delhi,39.2,51.6,0.0,79
2024-04-19,Delhi,37.3,69.7,0.0,109
2024-04-20,Delhi,40.9,57.8,0.0,86
2024-04-21,Delhi,40.3,63.4,0.0,104
2024-04-22,Delhi,40.7,56.0,0.0,96
2024-04-23,Delhi,35.8,57.3,0.0,69
2024-04-24,Delhi,40.9,59.2,0.0,66
2024-04-25,Delhi,37.0,55.7,0.0,84
2024-04-26,Delhi,39.4,68.2,0.0,105
2024-04-27,Delhi,39.3,61.3,0.0,116
2024-04-28,Delhi,35.9,62.4,0.0,119
2024-04-29,Delhi,36.7,61.4,0.0,111
2024-04-30,Delhi,37.7,69.8,0.0,61
2024-05-01,Delhi,36.5,53.1,0.0,65
2024-05-02,Delhi,36.1,55.1,0.0,79
2024-05-03,Delhi,40.3,67.3,0.0,74
2024-05-04,Delhi,37.3,63.5,0.0,77
2024-05-05,Delhi,38.9,52.3,0.0,83
2024-05-06,Delhi,39.3,60.1,0.0,96
2024-05-07,Delhi,38.0,69.4,0.0,110
2024-05-08,Delhi,39.2,58.6,0.0,98
2024-05-09,Delhi,37.1,67.4,0.0,111
2024-05-10,Delhi,40.8,57.1,0.0,79
2024-05-11,Delhi,37.8,63.0,0.0,93
2024-05-12,Delhi,36.1,62.7,0.0,99
2024-05-13,Delhi,35.4,69.1,0.0,83
2024-05-14,Delhi,35.9,54.8,0.0,106
2024-05-15,Delhi,38.3,54.0,0.0,114
2024-05-16,Delhi,36.3,54.0,0.0,95
2024-05-17,Delhi,35.4,65.6,0.0,86
2024-05-18,Delhi,40.8,61.2,0.0,92
2024-05-19,Delhi,40.0,60.4,0.0,119
2024-05-20,Delhi,35.8,68.8,0.0,117
2024-05-21,Delhi,37.3,65.6,0.0,66
2024-05-22,Delhi,36.7,69.8,0.0,103
2024-05-23,Delhi,36.2,67.1,0.0,114
2024-05-24,Delhi,37.4,67.4,0.0,108
2024-05-25,Delhi,36.3,64.9,0.0,76
2024-05-26,Delhi,36.4,63.0,0.0,86
2024-05-27,Delhi,38.8,57.7,0.0,69
2024-05-28,Delhi,39.2,68.9,0.0,71
2024-05-29,Delhi,38.2,68.9,0.0,99
2024-05-30,Delhi,40.2,55.9,0.0,65
2024-05-31,Delhi,36.5,68.3,0.0,78
2024-06-01,Delhi,27.7,83.8,27.0,70
2024-06-02,Delhi,30.4,78.6,24.5,80
2024-06-03,Delhi,31.6,93.4,18.4,105
2024-06-04,Delhi,32.3,86.0,0.0,101
2024-06-05,Delhi,30.1,83.4,12.8,65
2024-06-06,Delhi,30.0,76.3,23.1,106
2024-06-07,Delhi,30.8,94.0,34.8,70
2024-06-08,Delhi,28.4,86.2,0.0,97
2024-06-09,Delhi,31.2,82.0,27.9,117
2024-06-10,Delhi,29.2,91.3,21.1,67
2024-06-11,Delhi,31.5,81.6,0.0,63
2024-06-12,Delhi,31.5,89.3,0.0,104
2024-06-13,Delhi,31.3,85.0,0.0,91
2024-06-14,Delhi,28.8,84.9,0.0,74
2024-06-15,Delhi,30.2,86.5,0.0,97
2024-06-16,Delhi,28.8,91.9,0.0,66
2024-06-17,Delhi,29.0,82.4,10.0,78
2024-06-18,Delhi,30.9,82.8,36.6,83
2024-06-19,Delhi,31.0,77.3,29.4,76
2024-06-20,Delhi,28.7,88.4,29.7,96
2024-06-21,Delhi,29.3,79.1,0.0,80
2024-06-22,Delhi,32.9,88.1,14.0,99
2024-06-23,Delhi,32.7,89.8,17.7,96
2024-06-24,Delhi,31.5,88.1,0.0,89
2024-06-25,Delhi,27.5,92.9,0.0,104
2024-06-26,Delhi,30.9,92.8,31.1,104
2024-06-27,Delhi,32.2,91.3,0.0,102
2024-06-28,Delhi,28.7,89.9,0.0,91
2024-06-29,Delhi,29.7,78.7,19.5,100
2024-06-30,Delhi,31.7,80.5,15.4,86
2024-07-01,Delhi,28.9,83.0,12.4,64
2024-07-02,Delhi,30.5,75.8,15.2,85
2024-07-03,Delhi,30.2,89.4,0.0,116
2024-07-04,Delhi,28.9,90.1,20.9,78
2024-07-05,Delhi,30.1,89.8,35.5,102
2024-07-06,Delhi,30.5,84.0,18.6,116
2024-07-07,Delhi,27.9,75.8,5.6,100
2024-07-08,Delhi,27.6,93.5,5.7,73
2024-07-09,Delhi,30.7,88.1,0.0,103
2024-07-10,Delhi,29.0,92.8,35.6,85
2024-07-11,Delhi,28.6,91.3,10.4,67
2024-07-12,Delhi,28.5,75.6,24.0,104
2024-07-13,Delhi,30.1,78.7,21.9,94
2024-07-14,Delhi,31.4,85.6,13.8,74
2024-07-15,Delhi,31.2,78.0,0.0,73
2024-07-16,Delhi,32.4,85.9,0.0,113
2024-07-17,Delhi,31.9,91.6,0.0,68
2024-07-18,Delhi,31.8,85.5,8.5,66
2024-07-19,Delhi,27.6,86.3,22.3,66
2024-07-20,Delhi,30.2,93.7,27.9,113
2024-07-21,Delhi,27.2,75.3,32.8,117
2024-07-22,Delhi,28.8,90.4,0.0,96
2024-07-23,Delhi,32.2,87.9,30.5,77
2024-07-24,Delhi,31.6,85.5,0.0,103
2024-07-25,Delhi,31.6,81.5,30.6,111
2024-07-26,Delhi,29.0,94.1,15.2,103
2024-07-27,Delhi,28.2,87.0,33.7,95
2024-07-28,Delhi,28.4,90.3,34.9,90
2024-07-29,Delhi,32.0,88.9,0.0,104
2024-07-30,Delhi,28.3,78.8,0.0,112
2024-07-31,Delhi,29.2,95.0,0.0,107
2024-08-01,Delhi,32.1,90.1,29.3,63
2024-08-02,Delhi,29.7,90.4,0.0,89
2024-08-03,Delhi,31.0,91.2,0.0,74
2024-08-04,Delhi,32.3,88.9,6.0,119
2024-08-05,Delhi,29.0,76.7,0.0,61
2024-08-06,Delhi,32.8,87.8,25.3,79
2024-08-07,Delhi,29.4,94.4,32.1,81
2024-08-08,Delhi,30.0,93.8,14.5,73
2024-08-09,Delhi,31.6,75.3,0.0,93
2024-08-10,Delhi,31.1,79.7,26.6,114
2024-08-11,Delhi,27.9,81.4,0.0,108
2024-08-12,Delhi,27.5,78.7,0.0,62
2024-08-13,Delhi,32.9,81.4,0.0,91
2024-08-14,Delhi,32.9,93.6,0.0,77
2024-08-15,Delhi,28.2,94.6,0.0,89
2024-08-16,Delhi,29.6,81.1,33.6,112
2024-08-17,Delhi,32.7,79.0,33.5,80
2024-08-18,Delhi,33.0,78.7,0.0,99
2024-08-19,Delhi,30.9,77.9,15.2,112
2024-08-20,Delhi,32.9,93.5,21.7,98
2024-08-21,Delhi,28.3,81.2,0.0,86
2024-08-22,Delhi,31.5,93.4,0.0,93
2024-08-23,Delhi,27.4,87.2,0.0,78
2024-08-24,Delhi,31.4,82.0,17.7,76
2024-08-25,Delhi,27.1,86.7,0.0,77
2024-08-26,Delhi,31.1,75.8,30.6,72
2024-08-27,Delhi,27.2,81.3,0.0,61
2024-08-28,Delhi,27.5,83.2,0.0,71
2024-08-29,Delhi,27.5,93.5,0.0,60
2024-08-30,Delhi,32.1,91.0,35.4,82
2024-08-31,Delhi,30.0,78.7,0.0,65
2024-09-01,Delhi,27.7,92.2,29.4,107
2024-09-02,Delhi,29.5,87.1,35.5,93
2024-09-03,Delhi,28.6,91.5,0.0,75
2024-09-04,Delhi,27.5,92.5,10.6,103
2024-09-05,Delhi,30.6,85.7,0.0,62
2024-09-06,Delhi,32.4,85.1,6.4,82
2024-09-07,Delhi,30.1,94.8,31.7,105
2024-09-08,Delhi,29.6,87.5,0.0,110
2024-09-09,Delhi,32.6,85.6,36.7,74
2024-09-10,Delhi,30.8,94.6,0.0,93
2024-09-11,Delhi,28.7,94.4,0.0,63
2024-09-12,Delhi,27.4,84.3,0.0,63
2024-09-13,Delhi,29.5,92.1,13.6,99
2024-09-14,Delhi,29.1,90.7,29.5,83
2024-09-15,Delhi,30.3,81.3,0.0,93
2024-09-16,Delhi,28.8,78.0,35.5,70
2024-09-17,Delhi,30.6,92.4,0.0,87
2024-09-18,Delhi,31.9,75.4,9.6,82
2024-09-19,Delhi,30.9,77.6,0.0,88
2024-09-20,Delhi,32.9,78.0,19.6,64
2024-09-21,Delhi,27.5,86.3,22.3,102
2024-09-22,Delhi,28.5,90.6,39.6,95
2024-09-23,Delhi,28.1,83.1,14.6,73
2024-09-24,Delhi,29.9,85.1,0.0,72
2024-09-25,Delhi,29.4,90.4,38.7,61
2024-09-26,Delhi,29.7,88.8,0.0,92
2024-09-27,Delhi,27.9,82.9,0.0,84
2024-09-28,Delhi,28.8,91.6,26.6,95
2024-09-29,Delhi,32.1,91.5,0.0,85
2024-09-30,Delhi,32.3,92.7,29.1,100
2024-10-01,Delhi,29.0,69.8,0.0,105
2024-10-02,Delhi,31.3,68.1,0.0,70
2024-10-03,Delhi,32.8,52.5,0.0,61
2024-10-04,Delhi,29.8,51.4,0.0,109
2024-10-05,Delhi,30.4,53.7,0.0,85
2024-10-06,Delhi,28.0,56.6,0.0,69
2024-10-07,Delhi,31.5,69.9,0.0,111
2024-10-08,Delhi,29.7,54.0,0.0,79
2024-10-09,Delhi,30.4,55.9,0.0,80
2024-10-10,Delhi,29.3,53.8,0.0,108
2024-10-11,Delhi,33.0,66.3,0.0,88
2024-10-12,Delhi,27.9,61.7,0.0,97
2024-10-13,Delhi,30.3,58.8,0.0,115
2024-10-14,Delhi,30.6,50.6,0.0,69
2024-10-15,Delhi,28.3,64.7,0.0,84
2024-10-16,Delhi,28.0,61.7,0.0,88
2024-10-17,Delhi,29.2,67.6,0.0,71
2024-10-18,Delhi,30.3,60.8,0.0,96
2024-10-19,Delhi,27.2,67.0,0.0,79
2024-10-20,Delhi,33.0,54.4,0.0,70
2024-10-21,Delhi,30.0,54.5,0.0,71
2024-10-22,Delhi,31.7,68.3,0.0,80
2024-10-23,Delhi,28.3,68.2,0.0,116
2024-10-24,Delhi,29.5,65.6,0.0,82
2024-10-25,Delhi,27.7,59.7,0.0,100
2024-10-26,Delhi,29.2,64.1,0.0,95
2024-10-27,Delhi,32.3,66.4,0.0,78
2024-10-28,Delhi,31.6,58.6,0.0,70
2024-10-29,Delhi,32.1,67.0,0.0,92
2024-10-30,Delhi,32.1,67.8,0.0,74
2024-10-31,Delhi,29.7,65.5,0.0,60
2024-11-01,Delhi,28.1,62.8,0.0,97
2024-11-02,Delhi,27.7,61.8,0.0,112
2024-11-03,Delhi,29.8,69.4,0.0,91
2024-11-04,Delhi,27.6,68.1,0.0,105
2024-11-05,Delhi,31.7,58.2,0.0,118
2024-11-06,Delhi,31.1,53.5,0.0,86
2024-11-07,Delhi,29.0,57.2,0.0,90
2024-11-08,Delhi,29.1,51.4,0.0,93
2024-11-09,Delhi,30.1,52.1,0.0,77
2024-11-10,Delhi,31.9,61.0,0.0,82
2024-11-11,Delhi,31.6,59.5,0.0,117
2024-11-12,Delhi,31.1,67.2,0.0,116
2024-11-13,Delhi,30.3,57.3,0.0,99
2024-11-14,Delhi,31.8,59.1,0.0,81
2024-11-15,Delhi,29.7,62.8,0.0,79
2024-11-16,Delhi,28.3,60.6,0.0,73
2024-11-17,Delhi,28.7,65.4,0.0,115
2024-11-18,Delhi,30.4,63.0,0.0,81
